origintime,latitude,longitude,depth,magnitude
2016-09-11T05:05:36.400000Z,19.093,-69.565,19.8,3.0
2016-09-11T06:27:16.800000Z,18.795,-72.064,22.4,3.4
2016-09-11T12:39:52.200000Z,18.865,-69.638,98.4,3.1
2016-09-11T20:32:42.300000Z,19.4,-69.725,102.1,2.5
2016-09-12T07:02:05.000000Z,19.113,-70.737,30.9,2.4
2016-09-12T12:47:46.700000Z,19.214,-67.564,21.9,3.3
2016-09-14T03:06:27.300000Z,17.781,-69.013,123.8,2.2
2016-09-15T00:45:57.700000Z,18.423,-69.094,142.3,2.4
2016-09-15T01:17:32.900000Z,17.732,-70.77,8.3,2.2
2016-09-15T20:52:01.700000Z,18.249,-69.32,22.7,2.1
2016-09-16T10:40:04.000000Z,17.981,-68.861,140.4,2.1
2016-09-17T00:38:56.200000Z,18.144,-68.412,143.8,2.3
2016-09-18T01:20:33.200000Z,18.222,-71.049,39.9,2.1
2016-09-18T01:35:09.400000Z,18.281,-71.378,14.1,2.3
2016-09-18T07:33:07.200000Z,19.223,-69.673,91.3,2.8
2016-09-18T12:13:15.100000Z,19.856,-69.684,34.3,2.5
2016-09-18T20:43:19.000000Z,18.922,-68.89,13,2.2
2016-09-18T23:32:27.700000Z,18.551,-70.313,12.2,1.9
2016-09-19T03:04:41.100000Z,18.506,-68.977,122.3,2.1
2016-09-19T05:03:13.000000Z,18.637,-69.01,133.6,2.3
2016-09-19T05:37:14.100000Z,18.203,-70.059,23.1,1.2
2016-09-19T07:22:52.100000Z,20.098,-70.405,23,2.3
2016-09-19T08:52:34.900000Z,19.096,-68.447,29.4,1.9
2016-09-19T23:34:00.300000Z,18.561,-69.457,82.5,2.0
2016-09-20T00:09:53.100000Z,18.483,-69.604,61.6,2.1
2016-09-20T02:02:41.100000Z,19.455,-70.383,17.9,1.8
2016-09-20T05:29:13.500000Z,19.434,-70.321,21.5,2.2
2016-09-20T10:06:27.200000Z,19.272,-69.436,12,2.4
2016-09-21T01:49:17.100000Z,17.839,-70.054,50,3.0
2016-09-21T08:37:13.700000Z,18.9,-67.754,22.5,2.6
2016-09-21T22:04:42.200000Z,19.121,-70.708,44.3,2.3
2016-09-22T02:09:36.500000Z,18.651,-68.807,121.7,2.6
2016-09-22T04:22:44.300000Z,18.505,-69.052,143.9,2.9
2016-09-22T10:08:00.900000Z,19.839,-70.998,12,2.9
2016-09-22T10:28:22.600000Z,19.843,-71.042,23,2.9
2016-09-23T10:31:59.300000Z,19.656,-71.085,52.1,1.5
2016-09-23T12:01:16.600000Z,18.696,-71.831,10.4,1.9
2016-09-23T16:40:37.300000Z,19.646,-70.409,27.6,2.9
2016-09-24T00:20:09.500000Z,17.927,-71.242,0,2.7
2016-09-24T03:10:19.200000Z,18.748,-67.493,21.9,1.7
2016-09-24T20:41:28.900000Z,18.685,-69.232,71.9,2.6
2016-09-24T23:48:29.900000Z,18.462,-70.383,19.5,2.4
2016-09-25T14:59:05.900000Z,18.69,-69.404,102.8,3.0
2016-09-25T17:23:32.000000Z,19.733,-70.689,22.9,3.1
2016-09-25T22:12:39.300000Z,17.799,-69.633,31.1,2.5
2016-09-27T04:08:17.800000Z,17.992,-68.849,55.7,2.8
2016-09-27T23:48:12.400000Z,18.229,-69.488,84.9,2.2
2016-09-28T03:20:36.000000Z,19.552,-69.865,10.7,2.0
2016-09-29T12:11:53.700000Z,18.689,-69.437,100.8,3.2
2016-09-29T22:05:57.400000Z,17.981,-68.609,106.5,2.8
2016-09-30T01:22:38.400000Z,18.339,-71.197,34.3,2.2
2016-09-30T22:36:27.100000Z,19.217,-69.694,88.1,2.2
2016-09-30T23:32:49.900000Z,19.803,-74.713,91.9,4.2
2016-10-01T19:14:51.700000Z,19.104,-69.692,11.7,2.1
2016-10-02T07:36:26.900000Z,18.093,-69.419,22.9,3.4
2016-10-02T13:04:07.400000Z,18.448,-69.584,22,2.2
2016-10-02T17:08:45.500000Z,19.278,-68.984,23.2,2.1
2016-10-02T21:11:24.500000Z,18.165,-67.299,12,2.2
2016-10-03T01:59:20.600000Z,18.452,-73.029,21.3,2.3
2016-10-03T02:05:59.600000Z,18.055,-71.503,31.1,1.8
2016-10-03T02:06:05.700000Z,18.364,-71.424,29.9,1.9
2016-10-03T08:22:47.400000Z,19.24,-68.851,23,2.0
2016-10-03T08:26:10.300000Z,19.783,-70.624,21.1,2.2
2016-10-03T08:31:44.400000Z,18.041,-68.658,31,2.4
2016-10-04T01:10:59.400000Z,18.154,-69.158,104.9,2.4
2016-10-04T04:43:45.500000Z,19.095,-69.144,31,1.6
2016-10-04T12:13:44.000000Z,18.808,-71.105,12.2,2.2
2016-10-04T19:42:50.300000Z,17.96,-69.004,30.3,2.8
2016-10-05T00:55:18.600000Z,20.073,-70.447,22.6,2.8
2016-10-06T00:52:55.100000Z,19.451,-69.271,16.6,3.7
2016-10-06T04:15:00.100000Z,18.704,-69.601,74.8,2.2
2016-10-06T14:48:12.800000Z,19.115,-69.807,22.4,2.9
2016-10-06T19:48:13.900000Z,17.973,-68.538,31.1,2.7
2016-10-07T00:20:57.900000Z,19.636,-68.737,31,2.2
2016-10-07T09:17:41.700000Z,18.161,-67.844,18,2.9
2016-10-07T13:20:11.500000Z,18.213,-68.454,153,3.8
2016-10-07T17:49:18.700000Z,18.576,-70.425,85.9,2.0
2016-10-07T22:03:59.500000Z,19.536,-69.233,12.1,2.0
2016-10-07T23:47:53.300000Z,19.081,-69.441,22.7,1.4
2016-10-08T03:39:54.500000Z,18.012,-69.067,130.8,2.4
2016-10-08T12:03:50.200000Z,20.229,-70.62,22,2.3
2016-10-08T16:48:06.500000Z,19.876,-70.691,22.9,2.6
2016-10-08T21:06:17.200000Z,19.008,-70.377,82.9,1.8
2016-10-09T07:13:46.100000Z,19.591,-69.252,0,2.2
2016-10-10T04:47:24.000000Z,19.819,-71.998,11.6,2.9
2016-10-10T08:48:50.100000Z,19.321,-67.048,21.7,2.3
2016-10-10T14:19:35.700000Z,19.727,-68.526,15,2.5
2016-10-10T17:54:03.800000Z,19.527,-69.329,0.1,1.6
2016-10-11T23:12:55.500000Z,18.203,-68.433,102.3,2.4
2016-10-12T06:59:47.300000Z,19.462,-69.242,15,3.4
2016-10-12T07:29:41.000000Z,19.556,-69.305,0,1.8
2016-10-12T08:56:37.400000Z,19.429,-69.407,0,1.8
2016-10-13T01:02:25.700000Z,18.118,-70.455,80.3,1.8
2016-10-13T01:44:50.100000Z,19.394,-70.296,22.7,1.9
2016-10-13T17:02:23.100000Z,18.861,-70.088,15,1.8
2016-10-14T01:24:25.700000Z,18.262,-66.045,131.9,4.3
2016-10-14T01:32:17.700000Z,19.926,-70.194,59,2.7
2016-10-14T03:45:14.100000Z,20.167,-70.215,31.1,2.7
2016-10-14T05:36:15.900000Z,19.041,-69.517,5.6,1.6
2016-10-14T05:51:03.400000Z,19.019,-69.491,12,2.0
2016-10-14T21:04:50.500000Z,19.201,-69.417,22.9,1.8
2016-10-15T13:49:35.600000Z,18.571,-68.927,116.6,3.4
2016-10-15T21:07:47.400000Z,18.98,-69.58,94.2,2.6
2016-10-15T23:16:43.500000Z,18.814,-69.402,88.4,2.6
2016-10-16T05:40:25.600000Z,20.087,-73.547,38.2,3.7
2016-10-16T16:21:33.200000Z,18.612,-74.053,15,3.0
2016-10-16T19:37:03.500000Z,19.154,-69.764,21.3,2.5
2016-10-16T23:53:07.100000Z,19.674,-70.78,15.8,2.3
2016-10-17T05:28:11.000000Z,19.129,-69.783,18.7,1.7
2016-10-17T08:08:04.800000Z,19.676,-69.969,12.1,2.1
2016-10-17T21:26:47.900000Z,19.483,-67.262,18.5,3.1
2016-10-18T23:09:53.100000Z,17.9,-68.525,77.8,3.7
2016-10-19T04:50:13.400000Z,18.197,-67.639,67.5,2.0
2016-10-19T08:46:03.500000Z,18.266,-67.996,92.8,3.1
2016-10-19T11:38:17.500000Z,19.278,-68.727,23,2.7
2016-10-20T20:28:55.800000Z,18.725,-69.481,97.1,3.7
2016-10-21T02:14:08.800000Z,18.791,-67.487,21.8,2.4
2016-10-21T03:51:05.800000Z,19.444,-64.446,50,3.9
2016-10-22T01:40:27.300000Z,19.034,-68.227,15,2.2
2016-10-22T03:27:04.200000Z,18.987,-67.692,22.8,2.8
2016-10-22T04:35:58.400000Z,18.928,-67.707,13.1,2.0
2016-10-23T01:22:00.400000Z,18.784,-70.481,101.7,2.4
2016-10-23T06:08:34.000000Z,19.12,-69.49,26.2,1.7
2016-10-23T06:29:29.900000Z,19.12,-69.47,15.8,1.6
2016-10-23T09:45:46.400000Z,19.946,-66.359,24.2,3.3
2016-10-23T16:51:19.300000Z,17.762,-69.449,15,2.0
2016-10-24T05:26:20.200000Z,18.744,-70.387,100.8,1.9
2016-10-24T06:22:35.700000Z,18.178,-68.981,31.1,2.5
2016-10-24T21:35:51.300000Z,19.377,-68.879,22.5,2.4
2016-10-25T02:10:10.200000Z,18.789,-67.828,31,2.0
2016-10-25T17:17:29.600000Z,19.813,-71.753,20.7,2.8
2016-10-26T03:47:15.200000Z,18.919,-67.734,10.3,1.9
2016-10-26T08:12:15.600000Z,18.297,-68.317,78.2,1.8
2016-10-26T09:07:31.500000Z,18.054,-68.118,112.2,2.6
2016-10-26T09:57:48.300000Z,18.172,-68.53,69.6,2.6
2016-10-26T10:01:02.400000Z,17.952,-68.652,38.3,1.9
2016-10-26T11:53:53.000000Z,18.209,-68.274,64.8,3.3
2016-10-26T23:10:32.300000Z,19.876,-70.49,7,2.3
2016-10-27T02:28:11.300000Z,18.551,-69.213,144.2,2.2
2016-10-27T08:15:13.600000Z,19.907,-73.057,31.2,3.6
2016-10-27T16:12:39.000000Z,18.736,-70.301,0,3.0
2016-10-28T04:55:50.000000Z,18.637,-68.498,104.9,2.2
2016-10-28T11:51:17.500000Z,19.66,-72.783,22.6,2.3
2016-10-28T11:57:23.800000Z,18.697,-68.973,107.4,2.3
2016-10-28T15:13:17.900000Z,18.135,-68.109,63.1,3.2
2016-10-29T03:15:39.900000Z,18.681,-68.901,129.1,2.7
2016-10-29T19:42:53.300000Z,18.019,-69.244,22,2.3
2016-10-30T00:17:24.800000Z,19.497,-68.874,22.8,2.1
2016-10-30T05:02:06.300000Z,20.261,-70.395,22.7,3.5
2016-10-30T23:50:56.600000Z,18.305,-69.719,22.6,1.8
2016-10-31T08:06:53.800000Z,19.06,-66.462,31,3.4
2016-10-31T10:36:15.700000Z,19.015,-66.37,30.3,2.2
2016-11-01T06:45:44.000000Z,19.294,-69.445,11.9,1.8
2016-11-01T11:02:42.400000Z,18.814,-69.817,109,4.6
2016-11-01T16:37:45.300000Z,19.437,-67.19,51.4,2.7
2016-11-02T23:08:27.400000Z,18.138,-69.026,110.8,2.5
2016-11-02T23:51:04.400000Z,19.103,-69.486,23.7,2.1
2016-11-03T20:29:45.300000Z,19.239,-69.667,97.5,2.3
2016-11-03T22:34:12.900000Z,17.91,-68.495,15,2.9
2016-11-04T03:08:51.400000Z,18.982,-70.85,50.4,2.7
2016-11-05T01:38:02.900000Z,18.459,-67.505,23.1,2.2
2016-11-05T13:21:44.600000Z,18.659,-70.462,12.1,1.7
2016-11-05T13:49:34.200000Z,18.212,-68.974,26.5,2.0
2016-11-06T00:34:45.300000Z,15.007,-70.483,0,3.0
2016-11-06T02:22:52.600000Z,19.047,-68.399,23,2.4
2016-11-06T11:24:25.900000Z,18.815,-70.293,12,2.1
2016-11-07T01:35:21.500000Z,19.575,-69.887,12,2.2
2016-11-07T03:05:09.500000Z,18.476,-69.132,110.7,2.4
2016-11-07T04:40:44.900000Z,19.732,-73.043,50.1,3.4
2016-11-07T05:27:31.600000Z,19.095,-68.382,22.8,3.2
2016-11-07T06:35:40.600000Z,18.634,-69.325,130.3,2.1
2016-11-07T10:20:25.800000Z,18.526,-69.567,99.8,2.3
2016-11-07T21:52:11.100000Z,17.908,-68.542,62.2,2.7
2016-11-08T08:29:09.700000Z,19.792,-70.055,16.5,3.4
2016-11-08T21:16:31.400000Z,17.705,-68.995,145.4,2.6
2016-11-09T06:42:02.800000Z,18.14,-71.969,20.7,2.6
2016-11-09T07:42:06.300000Z,19.154,-69.28,31,2.7
2016-11-09T19:05:29.400000Z,19.42,-69.323,43,2.1
2016-11-10T17:35:27.900000Z,19.46,-70.287,23,1.7
2016-11-10T23:35:45.400000Z,17.974,-71.278,31,2.1
2016-11-11T18:28:21.400000Z,18.577,-71.465,22.7,2.8
2016-11-11T20:05:51.200000Z,18.436,-69.188,64.3,2.5
2016-11-11T21:34:30.000000Z,18.154,-68.489,83.8,2.3
2016-11-12T00:00:57.200000Z,18.711,-68.969,127.8,2.4
2016-11-12T02:02:17.200000Z,19.643,-70.656,14.6,2.8
2016-11-12T02:26:09.400000Z,19.935,-71.426,31,2.1
2016-11-12T03:25:53.300000Z,17.882,-65.601,15,2.3
2016-11-12T06:00:47.300000Z,18.308,-74.217,31.1,4.1
2016-11-12T17:11:09.400000Z,18.472,-68.654,119.4,2.7
2016-11-13T01:06:26.400000Z,18.712,-66.219,96.1,3.4
2016-11-13T02:09:43.800000Z,19.313,-68.857,15,5.0
2016-11-13T02:16:21.300000Z,19.309,-68.787,10.7,1.9
2016-11-13T02:45:36.800000Z,19.288,-68.887,11.9,1.8
2016-11-13T03:30:59.500000Z,19.29,-68.856,0.9,1.8
2016-11-13T03:45:14.400000Z,18.577,-70.534,0,2.2
2016-11-13T04:52:09.200000Z,18.108,-69.635,95.4,2.1
2016-11-13T12:10:16.900000Z,18.068,-70.847,21.3,2.8
2016-11-13T12:43:33.600000Z,19.305,-68.883,12,2.5
2016-11-13T20:13:49.500000Z,20.045,-70.937,12.2,2.8
2016-11-13T21:00:41.700000Z,19.307,-68.815,10.3,1.7
2016-11-14T05:20:08.000000Z,19.057,-69.373,40.7,1.8
2016-11-14T05:27:43.300000Z,19.076,-69.405,31.1,1.8
2016-11-14T14:41:04.800000Z,18.761,-69.419,100,2.5
2016-11-15T00:03:27.700000Z,19.381,-73.014,14.8,2.4
2016-11-15T08:36:08.100000Z,19.848,-72.094,15,3.4
2016-11-16T14:27:25.300000Z,17.881,-68.674,21.7,2.1
2016-11-17T02:04:22.500000Z,18.945,-70.519,112.5,2.4
2016-11-18T03:23:01.700000Z,18.673,-71.659,27.4,2.7
2016-11-18T07:24:31.000000Z,19.657,-70.68,23,3.2
2016-11-18T23:44:10.900000Z,19.717,-70.439,11.6,2.5
2016-11-19T13:20:03.400000Z,18.46,-69.14,93,3.2
2016-11-19T21:48:02.900000Z,19.75,-69.628,1.5,2.4
2016-11-19T22:56:17.100000Z,19.141,-69.71,134.5,2.3
2016-11-20T00:20:53.300000Z,18.77,-69.713,135.2,2.2
2016-11-20T08:41:47.000000Z,19.328,-67.19,19.3,2.8
2016-11-20T17:17:53.200000Z,19.329,-70.549,22.5,2.3
2016-11-21T00:58:44.100000Z,18.703,-69.683,155.5,2.5
2016-11-21T08:58:43.400000Z,19.618,-70.061,15.9,2.0
2016-11-21T18:45:09.200000Z,19.191,-73.574,17.9,3.6
2016-11-23T03:44:45.400000Z,18.441,-69.631,110.8,2.5
2016-11-23T11:08:22.200000Z,18.675,-67.346,23,2.2
2016-11-23T11:48:19.300000Z,19.344,-69.942,12.1,2.5
2016-11-23T18:25:35.100000Z,19.05,-67.61,10,2.2
2016-11-24T11:21:38.600000Z,18.754,-70.328,8.2,2.2
2016-11-24T11:48:53.200000Z,18.83,-71.031,4.3,1.9
2016-11-24T19:41:04.900000Z,18.825,-70.344,12.1,1.9
2016-11-25T11:51:41.000000Z,18.434,-71.947,20.8,2.5
2016-11-25T16:51:19.300000Z,18.48,-69.052,104,3.0
2016-11-25T19:59:04.500000Z,18.328,-71.929,19.8,2.3
2016-11-25T22:23:31.200000Z,18.431,-72.737,22.9,2.3
2016-11-25T22:27:42.500000Z,17.98,-67.91,69.6,2.1
2016-11-26T17:55:22.100000Z,18.953,-70.288,104,2.2
2016-11-27T03:59:13.000000Z,18.711,-69.42,93.3,3.1
2016-11-27T19:30:38.000000Z,19.808,-69.698,12,2.3
2016-11-27T22:07:01.500000Z,19.163,-68.908,12.1,1.6
2016-11-28T00:34:51.500000Z,19.499,-70.732,18.2,2.3
2016-11-28T20:09:33.900000Z,18.965,-69.164,17.7,2.1
2016-11-28T21:18:11.900000Z,19.249,-70.981,90.4,2.3
2016-11-29T00:02:27.800000Z,19.023,-69.17,17.7,2.8
2016-11-29T00:20:56.700000Z,19.14,-69.113,13.2,2.1
2016-11-29T01:43:56.800000Z,19.079,-69.192,12,3.2
2016-11-29T01:46:28.800000Z,19.166,-69.023,12,2.3
2016-11-29T10:00:32.300000Z,19.242,-70.129,22.2,2.3
2016-11-29T11:40:33.200000Z,18.389,-72.148,20.6,2.1
2016-12-01T15:01:47.600000Z,19.425,-68.032,22.4,2.7
2016-12-02T01:53:48.300000Z,20.226,-70.733,61.1,2.3
2016-12-02T09:31:41.600000Z,19.149,-71.04,90.6,2.2
2016-12-02T14:33:09.800000Z,18.543,-72.729,11.4,2.6
2016-12-03T07:04:34.200000Z,19.472,-65.278,19.1,3.7
2016-12-03T10:59:53.600000Z,18.076,-65.735,15,3.3
2016-12-03T13:12:41.000000Z,19.776,-70.81,0.8,2.1
2016-12-03T13:19:39.000000Z,19.654,-70.801,11.8,1.9
2016-12-03T14:38:08.700000Z,18.866,-71.255,12,1.9
2016-12-04T03:22:58.900000Z,18.514,-69.02,148.3,2.2
2016-12-04T09:40:30.800000Z,18.298,-72.128,23.2,2.8
2016-12-04T22:30:35.900000Z,17.989,-71.478,20,2.1
2016-12-05T00:44:02.100000Z,18.543,-69.01,154.6,4.7
2016-12-05T02:30:50.000000Z,19.047,-69.253,9.4,2.2
2016-12-05T08:38:41.100000Z,18.898,-67.316,19.1,2.1
2016-12-05T09:24:50.900000Z,18.921,-68.889,22.2,2.5
2016-12-05T09:24:57.100000Z,19.158,-69.22,12.1,2.3
2016-12-05T17:09:34.800000Z,19.013,-69.232,12,3.2
2016-12-05T17:14:40.200000Z,18.46,-70.348,21.9,1.9
2016-12-06T10:27:31.700000Z,17.813,-65.525,22.9,3.2
2016-12-07T04:44:27.100000Z,18.978,-69.229,15,3.0
2016-12-07T15:30:50.000000Z,18.251,-71.379,21.1,2.2
2016-12-07T15:37:26.200000Z,18.272,-71.376,12,1.9
2016-12-08T03:42:23.200000Z,18.849,-69.912,80,3.0
2016-12-08T08:24:08.000000Z,18.258,-67.778,12.1,2.0
2016-12-08T23:14:10.500000Z,19.109,-70.603,21,3.0
2016-12-09T06:00:31.600000Z,18.35,-68.861,108.7,3.2
2016-12-09T10:07:33.400000Z,19.585,-71.293,3,1.8
2016-12-09T22:00:54.700000Z,19.268,-67.602,21.6,2.6
2016-12-10T21:19:33.900000Z,18.899,-69.147,23.1,1.9
2016-12-11T19:14:29.100000Z,19.013,-70.062,151,2.5
2016-12-11T23:48:39.100000Z,18.252,-69.106,78.6,2.3
2016-12-12T02:24:04.800000Z,18.449,-68.546,15,1.9
2016-12-14T01:51:59.400000Z,19.626,-71.262,15.5,2.4
2016-12-14T03:26:18.800000Z,19.042,-68.885,12.2,3.2
2016-12-14T11:47:21.900000Z,19.351,-69.066,4.6,2.3
2016-12-14T19:02:02.800000Z,17.697,-66.45,15,3.4
2016-12-14T21:38:59.700000Z,17.905,-68.576,20.8,3.6
2016-12-15T04:53:59.500000Z,17.964,-70.647,30.9,2.5
2016-12-16T02:41:05.000000Z,18.54,-72.903,0.5,2.6
2016-12-16T07:59:54.900000Z,18.722,-72.653,0.4,2.2
2016-12-16T09:14:12.700000Z,19.384,-69.294,23,2.0
2016-12-16T16:50:19.400000Z,18.201,-70.788,30.6,2.6
2016-12-16T20:19:32.200000Z,18.966,-69.015,23.2,2.0
2016-12-17T03:01:52.000000Z,19.719,-70.581,17.1,3.1
2016-12-17T09:22:14.700000Z,18.349,-71.922,21.9,2.5
2016-12-17T10:14:48.500000Z,20.071,-68.326,21.9,2.9
2016-12-17T14:05:46.200000Z,20.144,-70.383,23,2.6
2016-12-17T19:10:00.300000Z,18.114,-68.526,91.1,2.5
2016-12-17T21:06:44.500000Z,19.62,-71.423,22.7,2.8
2016-12-17T22:47:47.700000Z,20.214,-70.355,15,2.9
2016-12-18T14:32:04.800000Z,18.644,-69.06,133.2,2.9
2016-12-18T22:40:52.000000Z,19.094,-70.008,15,2.3
2016-12-20T15:00:00.500000Z,18.417,-67.351,23.1,2.3
2016-12-20T21:27:26.500000Z,18.324,-71.831,12.1,2.0
2016-12-21T21:53:14.500000Z,19.396,-69.348,23.1,1.8
2016-12-22T16:27:46.400000Z,17.515,-68.843,121.2,2.7
2016-12-24T02:18:44.500000Z,19.037,-69.158,22.2,4.1
2016-12-24T03:31:31.100000Z,18.966,-69.185,12,2.9
2016-12-24T05:26:20.600000Z,19.028,-69.221,12,2.8
2016-12-24T23:02:28.600000Z,18.801,-70.334,82.7,2.6
2016-12-25T12:49:57.600000Z,19.054,-68.648,12.2,2.8
2016-12-25T14:50:18.700000Z,18.082,-68.917,86.5,2.5
2016-12-26T12:31:33.000000Z,18.647,-69.879,31,2.1
2016-12-27T06:40:09.400000Z,18.328,-73.047,4.3,2.8
2016-12-27T12:44:26.500000Z,19.754,-69.553,30.4,2.4
2016-12-28T02:39:38.100000Z,18.026,-71.434,12.1,2.9
2016-12-29T06:11:36.100000Z,17.714,-70.172,15,2.6
2016-12-29T11:28:54.400000Z,18.696,-67.212,66.6,3.5
2016-12-30T08:42:54.500000Z,19.156,-69.483,22.9,1.4
2016-12-30T08:44:27.100000Z,18.592,-69.668,112.1,2.3
2016-12-30T21:47:22.000000Z,19.058,-69.148,0.1,1.1
2016-12-30T23:09:48.300000Z,19.008,-69.224,14.2,1.7
2016-12-31T12:50:58.400000Z,17.984,-69.293,21.1,2.0
2016-12-31T14:24:04.900000Z,18.154,-69.499,19.3,2.1
2016-12-31T21:22:06.100000Z,20.144,-70.713,18,2.6
2017-01-01T04:32:27.500000Z,18.184,-65.547,11.8,2.7
2017-01-01T04:57:35.000000Z,18.086,-70.797,19.6,2.0
2017-01-01T10:23:21.100000Z,19.502,-69.527,31.1,2.0
2017-01-01T21:37:34.300000Z,18.266,-67.669,23,2.8
2017-01-02T10:38:31.400000Z,18.676,-70.316,12.1,2.3
2017-01-02T22:38:41.300000Z,18.028,-71.517,30.8,1.7
2017-01-05T17:48:57.800000Z,18.84,-68.079,29.5,2.7
2017-01-06T20:22:37.500000Z,18.083,-68.811,113.6,2.2
2017-01-06T22:48:45.500000Z,19.943,-71.786,0,1.5
2017-01-07T08:07:04.100000Z,19.083,-68.755,17.3,2.7
2017-01-07T08:57:52.100000Z,18.994,-67.684,12.1,3.3
2017-01-08T03:14:09.400000Z,18.613,-71.524,17.8,3.0
2017-01-11T14:11:55.800000Z,20.116,-70.81,12.2,3.0
2017-01-12T07:20:43.600000Z,19.417,-69.57,108.5,2.7
2017-01-12T22:57:13.800000Z,19.75,-70.078,22.5,2.6
2017-01-15T04:22:18.600000Z,19.442,-68.819,0.2,2.3
2017-01-15T23:27:57.900000Z,19.847,-65.431,21.8,3.7
2017-01-16T09:07:10.800000Z,18.312,-68.026,79,2.8
2017-01-17T07:17:39.100000Z,18.39,-68.819,189.5,2.7
2017-01-17T09:08:00.100000Z,19.631,-76.729,0,5.1
2017-01-19T02:45:48.800000Z,18.992,-68.013,10.7,2.2
2017-01-20T01:48:38.400000Z,19.999,-75.66,31.1,3.7
2017-01-23T04:09:01.700000Z,18.159,-68.53,155.4,3.8
2017-01-23T16:54:57.800000Z,19.235,-71.478,64,2.6
2017-01-24T06:14:14.100000Z,18.457,-67.303,64,3.2
2017-01-24T10:52:49.400000Z,18.854,-72.675,20.1,2.3
2017-01-25T06:42:23.100000Z,19.645,-70.725,11.6,3.0
2017-01-25T21:12:41.700000Z,19.203,-69.793,30.9,2.3
2017-01-26T02:34:14.000000Z,18.653,-71.713,23,2.1
2017-01-26T09:41:14.400000Z,18.219,-68.527,37.5,3.9
2017-01-26T22:14:38.900000Z,18.719,-70.345,109.1,2.4
2017-01-27T07:54:35.200000Z,18.793,-66.486,138.5,2.8
2017-01-27T10:10:02.600000Z,19.124,-66.12,21.6,2.9
2017-01-27T21:45:23.400000Z,19.317,-68.13,12,2.5
2017-01-27T22:34:30.600000Z,19.251,-69.79,23,2.6
2017-01-28T07:05:02.200000Z,19.228,-68.109,1.4,2.8
2017-01-29T00:55:29.400000Z,19.098,-67.964,95.7,2.3
2017-01-29T01:14:34.600000Z,19.41,-69.232,69.1,3.4
2017-01-29T19:37:57.300000Z,18.58,-68.802,27.9,2.2
2017-01-30T17:39:42.300000Z,18.463,-70.1,64,2.9
2017-01-30T18:42:46.100000Z,19.444,-70.636,102.5,2.1
2017-01-30T18:43:57.700000Z,18.57,-68.638,78.7,2.4
2017-01-30T23:00:17.700000Z,18.167,-66.967,24.4,2.1
2017-01-31T03:47:52.600000Z,19.388,-73.699,50,4.4
2017-01-31T22:13:34.900000Z,18.342,-68.769,117,2.5
2017-02-02T07:03:29.800000Z,18.336,-69.517,22.9,2.1
2017-02-02T15:48:15.800000Z,19.06,-65.954,31.3,3.7
2017-02-02T16:14:46.600000Z,18.129,-68.204,130.7,2.9
2017-02-03T03:18:07.400000Z,19.423,-69.206,71,3.3
2017-02-03T07:35:04.600000Z,19.091,-69.397,22.7,1.7
2017-02-03T07:57:59.900000Z,18.51,-70.325,31,2.2
2017-02-03T12:47:56.700000Z,19.355,-68.855,23,1.6
2017-02-07T04:15:25.900000Z,19.298,-70.611,12,2.0
2017-02-07T04:52:43.600000Z,18.81,-70.379,113.9,2.4
2017-02-07T16:19:20.800000Z,18.045,-67.949,107.6,2.8
2017-02-08T00:41:19.800000Z,18.923,-73.231,11.2,2.7
2017-02-08T08:36:27.500000Z,18.221,-67.482,19.7,2.3
2017-02-09T17:04:43.500000Z,17.961,-69.369,15,2.0
2017-02-09T19:56:07.900000Z,20.173,-70.753,12,2.5
2017-02-09T23:35:25.500000Z,19.875,-72.549,0,2.5
2017-02-11T19:15:46.400000Z,19.769,-70.894,18.4,2.6
2017-02-11T21:07:12.100000Z,18.707,-71.693,22.9,2.2
2017-02-13T15:46:09.600000Z,18.498,-69.061,131.7,2.4
2017-02-14T19:10:50.300000Z,18.818,-70.133,116.8,2.9
2017-02-15T02:05:53.200000Z,18.51,-70.313,22.9,2.1
2017-02-15T07:11:48.500000Z,19.32,-69.053,12.2,1.7
2017-02-15T10:04:18.600000Z,18.812,-69.425,110,2.2
2017-02-15T13:45:02.300000Z,18.759,-69.028,139.8,2.4
2017-02-15T16:21:53.800000Z,18.248,-69.02,20.3,2.0
2017-02-15T17:45:02.200000Z,18.675,-69.506,140.1,3.0
2017-02-15T21:08:01.200000Z,17.953,-68.391,59.6,2.6
2017-02-16T12:51:56.000000Z,18.72,-69.407,106.9,4.5
2017-02-16T17:26:29.300000Z,19.027,-70.37,22,2.6
2017-02-17T01:20:07.000000Z,18.689,-69.392,76.5,2.8
2017-02-17T08:21:40.900000Z,18.239,-68.438,77.3,1.9
2017-02-17T12:25:42.000000Z,17.976,-68.44,31,3.3
2017-02-17T17:20:16.800000Z,19.063,-70.193,12.1,1.4
2017-02-18T01:38:45.300000Z,18.925,-67.884,22.9,3.0
2017-02-19T07:33:23.500000Z,18.326,-70.371,16,2.9
2017-02-20T02:34:36.800000Z,19.038,-68.352,15,2.1
2017-02-20T03:45:52.200000Z,18.575,-68.802,102.5,2.6
2017-02-20T07:12:36.700000Z,18.244,-67.385,28.3,2.6
2017-02-20T09:12:05.200000Z,18.464,-68.897,90.5,2.0
2017-02-20T14:28:36.400000Z,18.55,-68.836,102.9,2.8
2017-02-20T16:44:07.100000Z,18.942,-70.469,64.5,1.9
